5.000000e+000 1.389985e-002
9.000000e+000 2.199993e-003
1.300000e+001 2.181436e-004
1.700000e+001 5.275836e-005
2.100000e+001 1.744016e-005
2.500000e+001 7.042258e-006
2.900000e+001 3.267565e-006
3.300000e+001 1.679087e-006
3.700000e+001 9.329638e-007
4.100000e+001 5.514089e-007
4.500000e+001 3.426129e-007
4.900000e+001 2.218625e-007
5.300000e+001 1.487466e-007
5.700000e+001 1.027215e-007
6.100000e+001 7.277066e-008
6.500000e+001 5.271129e-008
6.900000e+001 3.893447e-008
7.300000e+001 2.926035e-008
7.700000e+001 2.233199e-008
8.100000e+001 1.728189e-008
8.500000e+001 1.354203e-008
8.900000e+001 1.073250e-008
9.300000e+001 8.594189e-009
9.700000e+001 6.947266e-009
1.010000e+002 5.664911e-009
1.050000e+002 4.656363e-009
1.090000e+002 3.855786e-009
1.130000e+002 3.214829e-009
1.170000e+002 2.697569e-009
1.210000e+002 2.277034e-009
