3.000000e+000 1.517176e-001
5.000000e+000 7.543849e-002
7.000000e+000 1.748366e-002
9.000000e+000 7.592911e-003
1.100000e+001 3.939939e-003
1.300000e+001 2.296666e-003
1.500000e+001 1.452635e-003
1.700000e+001 9.759167e-004
1.900000e+001 6.867513e-004
2.100000e+001 5.013383e-004
2.300000e+001 3.770505e-004
2.500000e+001 2.906521e-004
2.700000e+001 2.287450e-004
2.900000e+001 1.832345e-004
3.100000e+001 1.490345e-004
3.300000e+001 1.228398e-004
3.500000e+001 1.024394e-004
3.700000e+001 8.631621e-005
3.900000e+001 7.340581e-005
4.100000e+001 6.294637e-005
4.300000e+001 5.438293e-005
4.500000e+001 4.730470e-005
4.700000e+001 4.140321e-005
4.900000e+001 3.644378e-005
5.100000e+001 3.224573e-005
5.300000e+001 2.866838e-005
5.500000e+001 2.560116e-005
5.700000e+001 2.295628e-005
5.900000e+001 2.066350e-005
6.100000e+001 1.866613e-005
