2.000000e+000 nan
3.000000e+000 7.543849e-002
4.000000e+000 1.285321e-001
5.000000e+000 7.543849e-002
6.000000e+000 4.923405e-002
7.000000e+000 3.455436e-002
8.000000e+000 2.554925e-002
9.000000e+000 1.964217e-002
1.000000e+001 1.556376e-002
1.100000e+001 1.263220e-002
1.200000e+001 1.045548e-002
1.300000e+001 8.795519e-003
1.400000e+001 7.501051e-003
1.500000e+001 6.472291e-003
1.600000e+001 5.641283e-003
1.700000e+001 4.960460e-003
1.800000e+001 4.395731e-003
1.900000e+001 3.922147e-003
2.000000e+001 3.521114e-003
2.100000e+001 3.178545e-003
2.200000e+001 2.883612e-003
2.300000e+001 2.627880e-003
2.400000e+001 2.404700e-003
2.500000e+001 2.208777e-003
2.600000e+001 2.035848e-003
2.700000e+001 1.882452e-003
2.800000e+001 1.745755e-003
2.900000e+001 1.623419e-003
3.000000e+001 1.513502e-003
3.100000e+001 1.414379e-003
