0.000000e+000 0.000000e+000 0.000000e+000
1.250000e-001 0.000000e+000 0.000000e+000
2.500000e-001 0.000000e+000 0.000000e+000
3.750000e-001 0.000000e+000 0.000000e+000
5.000000e-001 0.000000e+000 0.000000e+000
6.250000e-001 0.000000e+000 0.000000e+000
7.500000e-001 0.000000e+000 0.000000e+000
8.750000e-001 0.000000e+000 0.000000e+000
1.000000e+000 0.000000e+000 0.000000e+000
0.000000e+000 1.250000e-001 0.000000e+000
1.250000e-001 1.250000e-001 1.650005e-001
2.500000e-001 1.250000e-001 2.961230e-001
3.750000e-001 1.250000e-001 3.735368e-001
5.000000e-001 1.250000e-001 3.997575e-001
6.250000e-001 1.250000e-001 3.668119e-001
7.500000e-001 1.250000e-001 2.798430e-001
8.750000e-001 1.250000e-001 1.511978e-001
1.000000e+000 1.250000e-001 0.000000e+000
0.000000e+000 2.500000e-001 0.000000e+000
1.250000e-001 2.500000e-001 3.523794e-001
2.500000e-001 2.500000e-001 5.402696e-001
3.750000e-001 2.500000e-001 6.945704e-001
5.000000e-001 2.500000e-001 7.392892e-001
6.250000e-001 2.500000e-001 6.791013e-001
7.500000e-001 2.500000e-001 5.178852e-001
8.750000e-001 2.500000e-001 2.798430e-001
1.000000e+000 2.500000e-001 0.000000e+000
0.000000e+000 3.750000e-001 0.000000e+000
1.250000e-001 3.750000e-001 3.434327e-001
2.500000e-001 3.750000e-001 7.457075e-001
3.750000e-001 3.750000e-001 9.021388e-001
5.000000e-001 3.750000e-001 9.717097e-001
6.250000e-001 3.750000e-001 8.897348e-001
7.500000e-001 3.750000e-001 6.791013e-001
8.750000e-001 3.750000e-001 3.668119e-001
1.000000e+000 3.750000e-001 0.000000e+000
0.000000e+000 5.000000e-001 0.000000e+000
1.250000e-001 5.000000e-001 2.552708e-001
2.500000e-001 5.000000e-001 6.923625e-001
3.750000e-001 5.000000e-001 1.014284e+000
5.000000e-001 5.000000e-001 1.050793e+000
6.250000e-001 5.000000e-001 9.717097e-001
7.500000e-001 5.000000e-001 7.392892e-001
8.750000e-001 5.000000e-001 3.997575e-001
1.000000e+000 5.000000e-001 0.000000e+000
0.000000e+000 6.250000e-001 0.000000e+000
1.250000e-001 6.250000e-001 3.004933e-001
2.500000e-001 6.250000e-001 4.789711e-001
3.750000e-001 6.250000e-001 8.400700e-001
5.000000e-001 6.250000e-001 1.014284e+000
6.250000e-001 6.250000e-001 9.021388e-001
7.500000e-001 6.250000e-001 6.945704e-001
8.750000e-001 6.250000e-001 3.735368e-001
1.000000e+000 6.250000e-001 0.000000e+000
0.000000e+000 7.500000e-001 0.000000e+000
1.250000e-001 7.500000e-001 2.259533e-001
2.500000e-001 7.500000e-001 4.291358e-001
3.750000e-001 7.500000e-001 4.789711e-001
5.000000e-001 7.500000e-001 6.923625e-001
6.250000e-001 7.500000e-001 7.457075e-001
7.500000e-001 7.500000e-001 5.402696e-001
8.750000e-001 7.500000e-001 2.961230e-001
1.000000e+000 7.500000e-001 0.000000e+000
0.000000e+000 8.750000e-001 0.000000e+000
1.250000e-001 8.750000e-001 1.267800e-001
2.500000e-001 8.750000e-001 2.259533e-001
3.750000e-001 8.750000e-001 3.004933e-001
5.000000e-001 8.750000e-001 2.552708e-001
6.250000e-001 8.750000e-001 3.434327e-001
7.500000e-001 8.750000e-001 3.523794e-001
8.750000e-001 8.750000e-001 1.650005e-001
1.000000e+000 8.750000e-001 0.000000e+000
0.000000e+000 1.000000e+000 0.000000e+000
1.250000e-001 1.000000e+000 0.000000e+000
2.500000e-001 1.000000e+000 0.000000e+000
3.750000e-001 1.000000e+000 0.000000e+000
5.000000e-001 1.000000e+000 0.000000e+000
6.250000e-001 1.000000e+000 0.000000e+000
7.500000e-001 1.000000e+000 0.000000e+000
8.750000e-001 1.000000e+000 0.000000e+000
1.000000e+000 1.000000e+000 0.000000e+000
